ContractID,InsuredName,Producer,Underwriter,Branch,ExpiringContract,Status,InceptionDate,ExpirationDate,Perils,LOB,Form,Currency,UDF1,UDF2,UDF3,UDF4,UDF5,LayerID,LayerPerils,LimitType,Limit1,LimitA,LimitB,LimitC,LimitD,Limit2,DedAmt1,DedAmt2,DedAmt3,DedAmt4,AttachmentAmt,AttachmentPtA,AttachmentPtB,AttachmentPtC,AttachmentPtD,DedType,Premium,AggregateLimitType,AggregateLimit,AggregateAttachmentPt,AggregateDedType,AggregateDedAmt,SublimitPerils,SublimitArea,SubLimitLimitType,SublimitDedType,SubLimitOcc,SublimitPart,SublimitAttachAmt,SublimitLimitA,SublimitLimitB,SublimitLimitC,SublimitLimitD,SublimitAttachA,SublimitAttachB,SublimitAttachC,SublimitAttachD,SublimitDedAmt1,SublimitDedAmt2,SublimitDedAmt3,SublimitDedAmt4,SublimitName,ParentSublimitName,SublimitAggregateLimitType,SublimitAggregateLimit,SublimitAggregateAttachmentPt,SublimitAggregateDedType,SublimitAggregateDedAmt
920814,,,,,,A,2022-03-15,2023-03-15,11534403,GC2,Unknown,USD,,,,,,2003211,11534403,E,,,,,,,2000000,0,0,0,550000000,550000000,,,,MI,,N,0,0,N,0,11534403,UD1 LIM 650M DED 25M,B,B,650000000,0,0,650000000,1,0,0,0,0,0,0,25000000,0,0,0,,,N,0,0,N,0
920819,,,,,,A,2022-04-01,2023-04-01,11534403,GC2,Unknown,USD,,,,,,2003230,11534403,E,,,,,,,100000,0,0,0,0,0,,,,MI,,N,0,0,N,0,11534403,WSFLT1 250K,B,B,10000000,0,0,10000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
920822,,,,,,A,2022-03-15,2023-03-15,11534403,GC2,Unknown,USD,,,,,,2003239,11534403,E,,,,,,,50000,0,0,0,0,0,,,,MI,,N,0,0,N,0,11534403,1M DED AOL,B,B,10000000,0,0,10000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
1254085,,,,,,A,2022-04-01,2023-04-01,11534403,GC1,Unknown,USD,,,,,,2350258,11534403,E,,,,,,,0,0,0,0,100000000,100000000,,,,N,,N,0,0,N,0,11534403,T1,B,MI,125000000,0,0,125000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254085,,,,,,A,2022-04-01,2023-04-01,11534403,GC1,Unknown,USD,,,,,,2350258,11534403,E,,,,,,,0,0,0,0,100000000,100000000,,,,N,,N,0,0,N,0,11534403,OTH,B,MI,125000000,0,0,125000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254101,,,,,,A,2022-05-15,2023-05-15,11534403,GC1,Unknown,USD,,,,,,2350301,11534403,E,,,,,,,100000,0,0,0,150000000,150000000,,,,MI,,N,0,0,N,0,11534403,T1,B,B,225000000,0,0,225000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254117,,,,,,A,2022-04-01,2023-04-01,11534403,GC1,Unknown,USD,,,,,,2350342,11534403,E,,,,,,,250000,0,0,0,1000000000,1000000000,,,,MI,,N,0,0,N,0,11534403,T2,B,B,1500000000,0,0,1500000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254117,,,,,,A,2022-04-01,2023-04-01,11534403,GC1,Unknown,USD,,,,,,2350342,11534403,E,,,,,,,250000,0,0,0,1000000000,1000000000,,,,MI,,N,0,0,N,0,11534403,T1,B,B,1500000000,0,0,1500000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254117,,,,,,A,2022-04-01,2023-04-01,11534403,GC1,Unknown,USD,,,,,,2350342,11534403,E,,,,,,,250000,0,0,0,1000000000,1000000000,,,,MI,,N,0,0,N,0,11534403,HI,B,B,1500000000,0,0,1500000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254155,,,,,,A,2022-05-01,2023-04-30,11534403,GC1,Unknown,USD,,,,,,2350446,11534403,E,,,,,,,2500000,15000000,0,0,200000000,200000000,,,,MM,,N,0,0,N,0,11534403,NWS T1 AND DO,B,B,250000000,0,0,250000000,1,0,0,0,0,0,0,2500000,0,0,0,,,N,0,0,N,0
1254157,,,,,,A,2022-03-15,2023-03-14,11534403,GC1,Unknown,USD,,,,,,2350453,11534403,E,,,,,,,1000000,0,0,0,600000000,600000000,,,,MI,,N,0,0,N,0,11534403,SPE 1 LOCATIONS,B,B,1000000000,0,0,1000000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254161,,,,,,A,2022-03-01,2023-03-01,11534403,GC1,Unknown,USD,,,,,,2350462,11534403,E,,,,,,,500000,15000000,0,0,300000000,300000000,,,,MM,,N,0,0,N,0,11534403,SPEC,B,B,700000000,0,0,700000000,1,0,0,0,0,0,0,500000,0,0,0,,,N,0,0,N,0
1254161,,,,,,A,2022-03-01,2023-03-01,11534403,GC1,Unknown,USD,,,,,,2350464,11534403,E,,,,,,,500000,15000000,0,0,400000000,400000000,,,,MM,,N,0,0,N,0,11534403,SPEC,B,B,700000000,0,0,700000000,1,0,0,0,0,0,0,500000,0,0,0,,,N,0,0,N,0
1254177,,,,,,A,2022-04-01,2023-03-31,11534403,GC1,Unknown,USD,,,,,,2350513,11534403,E,,,,,,,1000000,15000000,0,0,10000000,10000000,,,,MM,,N,0,0,N,0,11534403,HIGH HAZARD WIND ZONES,B,B,25000000,0,0,25000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
1254177,,,,,,A,2022-04-01,2023-03-31,11534403,GC1,Unknown,USD,,,,,,2350524,11534403,E,,,,,,,1000000,15000000,0,0,200000000,200000000,,,,MM,,N,0,0,N,0,11534403,HIGH HAZARD WIND ZONES,B,B,25000000,0,0,25000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
1254182,,,,,,A,2022-04-01,2023-03-31,11534403,GC1,Unknown,USD,,,,,,2350522,11534403,E,,,,,,,100000,0,0,0,1000000000,1000000000,,,,MI,,N,0,0,N,0,11534403,TIER 1 COUNTIES EX FL,B,B,1200000000,0,0,1200000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254182,,,,,,A,2022-04-01,2023-03-31,11534403,GC1,Unknown,USD,,,,,,2350522,11534403,E,,,,,,,100000,0,0,0,1000000000,1000000000,,,,MI,,N,0,0,N,0,11534403,FL TRI COUNTIES,B,B,1200000000,0,0,1200000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254182,,,,,,A,2022-04-01,2023-03-31,11534403,GC1,Unknown,USD,,,,,,2350522,11534403,E,,,,,,,100000,0,0,0,1000000000,1000000000,,,,MI,,N,0,0,N,0,11534403,FL ALL OTHER COUNTIES,B,B,1200000000,0,0,1200000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254187,,,,,,A,2022-04-01,2023-03-31,11534403,GC1,Unknown,USD,,,,,,2350541,11534403,E,,,,,,,100000,0,0,0,200000000,200000000,,,,MI,,N,0,0,N,0,11534403,TIER 1,B,B,125000000,0,0,125000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254187,,,,,,A,2022-04-01,2023-03-31,11534403,GC1,Unknown,USD,,,,,,2350541,11534403,E,,,,,,,100000,0,0,0,200000000,200000000,,,,MI,,N,0,0,N,0,11534403,THE FALLS,B,B,150000000,0,0,150000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254187,,,,,,A,2022-04-01,2023-03-31,11534403,GC1,Unknown,USD,,,,,,2350541,11534403,E,,,,,,,100000,0,0,0,200000000,200000000,,,,MI,,N,0,0,N,0,11534403,FL AND TX HARRIS,B,B,500000000,0,0,500000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254566,,,,,,A,2021-09-01,2022-08-31,11534403,GC1,Unknown,USD,,,,,,2351871,11534403,E,,,,,,,5000000,25000000,0,0,1000000000,1000000000,,,,MM,,N,0,0,N,0,11534403,T1,B,B,1500000000,0,0,1500000000,1,0,0,0,0,0,0,5000000,0,0,0,,,N,0,0,N,0
1254566,,,,,,A,2021-09-01,2022-08-31,11534403,GC1,Unknown,USD,,,,,,2351871,11534403,E,,,,,,,5000000,25000000,0,0,1000000000,1000000000,,,,MM,,N,0,0,N,0,11534403,T2,B,B,1500000000,0,0,1500000000,1,0,0,0,0,0,0,5000000,0,0,0,,,N,0,0,N,0
1254566,,,,,,A,2021-09-01,2022-08-31,11534403,GC1,Unknown,USD,,,,,,2351932,11534403,E,,,,,,,5000000,25000000,0,0,1500000000,1500000000,,,,MM,,N,0,0,N,0,11534403,T2,B,B,2000000000,0,0,2000000000,1,0,0,0,0,0,0,5000000,0,0,0,,,N,0,0,N,0
1254566,,,,,,A,2021-09-01,2022-08-31,11534403,GC1,Unknown,USD,,,,,,2351932,11534403,E,,,,,,,5000000,25000000,0,0,1500000000,1500000000,,,,MM,,N,0,0,N,0,11534403,T1,B,B,2000000000,0,0,2000000000,1,0,0,0,0,0,0,5000000,0,0,0,,,N,0,0,N,0
1254612,,,,,,A,2021-10-01,2022-09-30,11534403,GC1,Unknown,USD,,,,,,2352005,11534403,E,,,,,,,0,0,0,0,100000000,100000000,,,,N,,N,0,0,N,0,11534403,WS_T1,B,MI,300000000,0,0,300000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254638,,,,,,A,2021-11-01,2023-03-01,11534403,GC1,Unknown,USD,,,,,,2352105,11534403,E,,,,,,,10000000,0,0,0,300000000,300000000,,,,MI,,N,0,0,N,0,11534403,EXCLUDE ROW,B,B,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254638,,,,,,A,2021-11-01,2023-03-01,11534403,GC1,Unknown,USD,,,,,,2352105,11534403,E,,,,,,,10000000,0,0,0,300000000,300000000,,,,MI,,N,0,0,N,0,11534403,TIER 1,B,B,350000000,0,0,350000000,1,0,0,0,0,0,0,10000000,0,0,0,,,N,0,0,N,0
1254645,,,,,,A,2021-11-15,2022-11-14,11534403,GC1,Unknown,USD,,,,,,2352124,11534403,E,,,,,,,250000,0,0,0,300000000,300000000,,,,MI,,N,0,0,N,0,11534403,T1,B,B,500000000,0,0,500000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254645,,,,,,A,2021-11-15,2022-11-14,11534403,GC1,Unknown,USD,,,,,,2352124,11534403,E,,,,,,,250000,0,0,0,300000000,300000000,,,,MI,,N,0,0,N,0,11534403,OTHER THAN TIER ZONES,B,B,500000000,0,0,500000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
1254645,,,,,,A,2021-11-15,2022-11-14,11534403,GC1,Unknown,USD,,,,,,2352124,11534403,E,,,,,,,250000,0,0,0,300000000,300000000,,,,MI,,N,0,0,N,0,11534403,FLORIDA,B,B,500000000,0,0,500000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,BALD HILLS BRIDGES,B,MI,193165650.00448722,0,0,193165650.00448722,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,MACROSSAN BRIDGE,B,MI,148855250.0034579,0,0,148855250.0034579,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,INNER CITY TUNNELS,B,MI,207705000.00482497,0,0,207705000.00482497,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,INDOOROOPILLY BRIDGES,B,MI,83082000.00193,0,0,83082000.00193,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,ELLIOTT RIVER BRIDGE,B,MI,38079250.00088458,0,0,38079250.00088458,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,DUTTON PARK FLYOVER,B,MI,41541000.000965,0,0,41541000.000965,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,CURRA CREEK (SOUTH) BRIDGE,B,MI,35309850.00082025,0,0,35309850.00082025,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,MOOLOOLAH - EUDLO TUNNEL,B,MI,24924600.000578996,0,0,24924600.000578996,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,MERIVALE BRIDGE,B,MI,214628500.0049858,0,0,214628500.0049858,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,TOOWOOMBA BRIDGE/TUNNEL,B,MI,42925700.00099716,0,0,42925700.00099716,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,OTHER BRIDGES  TUNNELS,B,MI,24232250.000562914,0,0,24232250.000562914,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,NORTH PINE RIVER,B,MI,122545950.00284673,0,0,122545950.00284673,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,CHINAMAN CK BRIDGE,B,MI,37386900.0008685,0,0,37386900.0008685,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,BURDEKIN RIVER BRIDGE,B,MI,108698950.00252508,0,0,108698950.00252508,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,CRYSTAL CREEK BRIDGE,B,MI,34617500.00080416,0,0,34617500.00080416,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254659,,,,,,A,2021-11-30,2022-11-29,11534403,GC1,Unknown,USD,,,,,,2352173,11534403,E,,,,,,,5192625.000120625,0,0,0,311557500.0072375,311557500.0072375,,,,B,,N,0,0,N,0,11534403,COOMERA RIVER,B,MI,162009900.0037635,0,0,162009900.0037635,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254671,,,,,,A,2021-11-20,2022-11-19,11534403,GC1,Unknown,USD,,,,,,2352219,11534403,E,,,,,,,100000,0,0,0,100000000,100000000,,,,MI,,N,0,0,N,0,11534403,TIER 2- SECONDARY CRITICAL WS,B,B,250000000,0,0,250000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254671,,,,,,A,2021-11-20,2022-11-19,11534403,GC1,Unknown,USD,,,,,,2352219,11534403,E,,,,,,,100000,0,0,0,100000000,100000000,,,,MI,,N,0,0,N,0,11534403,TIER 1- CRITICAL WS,B,B,250000000,0,0,250000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254678,,,,,,A,2021-12-01,2022-11-30,11534403,GC1,Unknown,USD,,,,,,2352238,11534403,E,,,,,,,0,0,0,0,200000000,200000000,,,,N,,N,0,0,N,0,11534403,MF  OTHER LOCATIONS (EX TX),B,MI,500000000,0,0,500000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254678,,,,,,A,2021-12-01,2022-11-30,11534403,GC1,Unknown,USD,,,,,,2352238,11534403,E,,,,,,,0,0,0,0,200000000,200000000,,,,N,,N,0,0,N,0,11534403,SINGLE FAMILY,B,MI,500000000,0,0,500000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254678,,,,,,A,2021-12-01,2022-11-30,11534403,GC1,Unknown,USD,,,,,,2352238,11534403,E,,,,,,,0,0,0,0,200000000,200000000,,,,N,,N,0,0,N,0,11534403,MF  OTHER TX LOCATIONS,B,MI,500000000,0,0,500000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254715,,,,,,A,2022-01-01,2022-12-31,11534403,GC1,Unknown,USD,,,,,,2352329,11534403,E,,,,,,,500000,0,0,0,150000000,150000000,,,,MI,,N,0,0,N,0,11534403,SCHA,B,B,500000000,0,0,500000000,1,0,0,0,0,0,0,500000,0,0,0,,,N,0,0,N,0
1254715,,,,,,A,2022-01-01,2022-12-31,11534403,GC1,Unknown,USD,,,,,,2352329,11534403,E,,,,,,,500000,0,0,0,150000000,150000000,,,,MI,,N,0,0,N,0,11534403,COLORADO  KANSAS,B,B,500000000,0,0,500000000,1,0,0,0,0,0,0,500000,0,0,0,,,N,0,0,N,0
1254715,,,,,,A,2022-01-01,2022-12-31,11534403,GC1,Unknown,USD,,,,,,2352331,11534403,E,,,,,,,500000,0,0,0,100000000,100000000,,,,MI,,N,0,0,N,0,11534403,SCHA,B,B,150000000,0,0,150000000,1,0,0,0,0,0,0,500000,0,0,0,,,N,0,0,N,0
1254715,,,,,,A,2022-01-01,2022-12-31,11534403,GC1,Unknown,USD,,,,,,2352331,11534403,E,,,,,,,500000,0,0,0,100000000,100000000,,,,MI,,N,0,0,N,0,11534403,COLORADO  KANSAS,B,B,150000000,0,0,150000000,1,0,0,0,0,0,0,500000,0,0,0,,,N,0,0,N,0
1254724,,,,,,A,2022-03-01,2023-02-28,11534403,GC1,Unknown,USD,,,,,,2352366,11534403,E,,,,,,,0,25000000,0,0,350000000,350000000,,,,MA,,N,0,0,N,0,11534403,5M - 10M,B,B,400000000,0,0,400000000,1,0,0,0,0,0,0,500000,0,0,0,,,N,0,0,N,0
1254724,,,,,,A,2022-03-01,2023-02-28,11534403,GC1,Unknown,USD,,,,,,2352366,11534403,E,,,,,,,0,25000000,0,0,350000000,350000000,,,,MA,,N,0,0,N,0,11534403,50MG,B,B,400000000,0,0,400000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
1254724,,,,,,A,2022-03-01,2023-02-28,11534403,GC1,Unknown,USD,,,,,,2352366,11534403,E,,,,,,,0,25000000,0,0,350000000,350000000,,,,MA,,N,0,0,N,0,11534403,500K - 1M,B,B,400000000,0,0,400000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254724,,,,,,A,2022-03-01,2023-02-28,11534403,GC1,Unknown,USD,,,,,,2352366,11534403,E,,,,,,,0,25000000,0,0,350000000,350000000,,,,MA,,N,0,0,N,0,11534403,25M - 50M,B,B,400000000,0,0,400000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
1254724,,,,,,A,2022-03-01,2023-02-28,11534403,GC1,Unknown,USD,,,,,,2352366,11534403,E,,,,,,,0,25000000,0,0,350000000,350000000,,,,MA,,N,0,0,N,0,11534403,250K - 500K,B,B,400000000,0,0,400000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254724,,,,,,A,2022-03-01,2023-02-28,11534403,GC1,Unknown,USD,,,,,,2352366,11534403,E,,,,,,,0,25000000,0,0,350000000,350000000,,,,MA,,N,0,0,N,0,11534403,2.5M - 5M,B,B,400000000,0,0,400000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254724,,,,,,A,2022-03-01,2023-02-28,11534403,GC1,Unknown,USD,,,,,,2352366,11534403,E,,,,,,,0,25000000,0,0,350000000,350000000,,,,MA,,N,0,0,N,0,11534403,1M - 2.5M,B,B,400000000,0,0,400000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254724,,,,,,A,2022-03-01,2023-02-28,11534403,GC1,Unknown,USD,,,,,,2352366,11534403,E,,,,,,,0,25000000,0,0,350000000,350000000,,,,MA,,N,0,0,N,0,11534403,10M - 25M,B,B,400000000,0,0,400000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
1254724,,,,,,A,2022-03-01,2023-02-28,11534403,GC1,Unknown,USD,,,,,,2352366,11534403,E,,,,,,,0,25000000,0,0,350000000,350000000,,,,MA,,N,0,0,N,0,11534403,100K - 250K,B,B,400000000,0,0,400000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254724,,,,,,A,2022-03-01,2023-02-28,11534403,GC1,Unknown,USD,,,,,,2352366,11534403,E,,,,,,,0,25000000,0,0,350000000,350000000,,,,MA,,N,0,0,N,0,11534403,L100K,B,B,400000000,0,0,400000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254802,,,,,,A,2022-04-01,2023-03-31,11534403,GC1,Unknown,USD,,,,,,2352558,11534403,E,,,,,,,100000,0,0,0,150000000,150000000,,,,MI,,N,0,0,N,0,11534403,FLORIDA,B,B,250000000,0,0,250000000,1,0,0,0,0,0,0,100000,0,0,0,,,N,0,0,N,0
1254806,,,,,,A,2022-05-01,2023-04-30,11534403,GC1,Unknown,USD,,,,,,2352564,11534403,E,,,,,,,500000,0,0,0,300000000,300000000,,,,MI,,N,0,0,N,0,11534403,WS TIER 1,B,B,500000000,0,0,500000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
1254806,,,,,,A,2022-05-01,2023-04-30,11534403,GC1,Unknown,USD,,,,,,2352564,11534403,E,,,,,,,500000,0,0,0,300000000,300000000,,,,MI,,N,0,0,N,0,11534403,AUSTRALIA,B,B,145802000,0,0,145802000,1,0,0,0,0,0,0,0,0,0,0,,,N,0,0,N,0
1254820,,,,,,A,2022-04-15,2023-04-14,11534403,GC1,Unknown,USD,,,,,,2352602,11534403,E,,,,,,,100000,0,0,0,200000000,200000000,,,,MI,,N,0,0,N,0,11534403,UTILITIES LOCATIONS,B,B,500000000,0,0,500000000,1,0,0,0,0,0,0,500000,0,0,0,,,N,0,0,N,0
1254864,,,,,,A,2022-05-30,2023-05-29,11534403,GC1,Unknown,USD,,,,,,2352724,11534403,E,,,,,,,100000,0,0,0,150000000,150000000,,,,MI,,N,0,0,N,0,11534403,TIER 1,B,B,250000000,0,0,250000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254883,,,,,,A,2022-05-01,2023-04-30,11534403,GC1,Unknown,USD,,,,,,2352775,11534403,E,,,,,,,250000,0,0,0,500000000,500000000,,,,MI,,N,0,0,N,0,11534403,TDPR,B,B,50000000,0,0,50000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254883,,,,,,A,2022-05-01,2023-04-30,11534403,GC1,Unknown,USD,,,,,,2352775,11534403,E,,,,,,,250000,0,0,0,500000000,500000000,,,,MI,,N,0,0,N,0,11534403,AOP,B,B,4500000000,0,0,4500000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
1254883,,,,,,A,2022-05-01,2023-04-30,11534403,GC1,Unknown,USD,,,,,,2352783,11534403,E,,,,,,,250000,0,0,0,2000000000,2000000000,,,,MI,,N,0,0,N,0,11534403,TDPR,B,B,50000000,0,0,50000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254883,,,,,,A,2022-05-01,2023-04-30,11534403,GC1,Unknown,USD,,,,,,2352783,11534403,E,,,,,,,250000,0,0,0,2000000000,2000000000,,,,MI,,N,0,0,N,0,11534403,AOP,B,B,4500000000,0,0,4500000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
1254883,,,,,,A,2022-05-01,2023-04-30,11534403,GC1,Unknown,USD,,,,,,2352785,11534403,E,,,,,,,250000,0,0,0,500000000,500000000,,,,MI,,N,0,0,N,0,11534403,TDPR,B,B,50000000,0,0,50000000,1,0,0,0,0,0,0,250000,0,0,0,,,N,0,0,N,0
1254883,,,,,,A,2022-05-01,2023-04-30,11534403,GC1,Unknown,USD,,,,,,2352785,11534403,E,,,,,,,250000,0,0,0,500000000,500000000,,,,MI,,N,0,0,N,0,11534403,AOP,B,B,2000000000,0,0,2000000000,1,0,0,0,0,0,0,1000000,0,0,0,,,N,0,0,N,0
