Period,PeriodWeight,EventId,Year,Month,Day,Hour,Minute,SummaryId,SampleType,ChanceOfLoss,MeanLoss,SDLoss,MaxLoss,FootprintExposure,MeanImpactedExposure,MaxImpactedExposure
1,0.001000,1,1,1,1,0,0,1,2,0.3000,662.03,1468.20,56294.12,56294.12,16888.24,56294.12
1,0.001000,1,1,1,1,0,0,2,2,0.3000,6044.34,12957.79,202147.08,202147.08,60644.12,202147.08
1,0.001000,1,1,1,1,0,0,3,2,0.2000,793.87,1736.08,40941.18,40941.18,8188.24,40941.18
1,0.001000,1,1,1,1,0,0,4,2,0.3000,127.20,244.68,7676.47,7676.47,2302.94,7676.47
1,0.001000,1,1,1,1,0,0,5,2,0.3000,2281.46,4829.20,63970.59,63970.59,19191.18,63970.59
1,0.001000,1,1,1,1,0,0,6,2,0.3000,2853.10,5571.94,179117.67,179117.67,53735.30,179117.67
1,0.001000,1,1,1,1,0,0,7,2,0.3000,492.52,1105.56,23029.41,23029.41,6908.82,23029.41
1,0.001000,1,1,1,1,0,0,8,2,0.3000,2616.49,6432.81,79323.54,79323.54,23797.06,79323.54
1,0.001000,1,1,1,1,0,0,9,2,0.3000,2295.27,4390.69,107470.60,107470.60,32241.18,107470.60
1,0.001000,1,1,1,1,0,0,10,2,0.3000,3722.40,11129.25,110029.42,110029.42,33008.83,110029.42
2,0.001000,2,2,1,1,0,0,1,1,0.0000,16139.72,0.00,56294.12,56294.12,56294.12,56294.12
2,0.001000,2,2,1,1,0,0,1,2,0.8000,17130.18,20521.64,56294.12,56294.12,45035.30,56294.12
2,0.001000,2,2,1,1,0,0,2,1,0.0000,57956.26,0.00,202147.09,202147.08,202147.08,202147.08
2,0.001000,2,2,1,1,0,0,2,2,0.9000,68224.39,61348.66,202147.09,202147.08,181932.34,202147.08
2,0.001000,2,2,1,1,0,0,3,1,0.0000,11737.98,0.00,40941.18,40941.18,40941.18,40941.18
2,0.001000,2,2,1,1,0,0,3,2,0.9000,12941.81,13134.73,40941.18,40941.18,36847.06,40941.18
2,0.001000,2,2,1,1,0,0,4,1,0.0000,2200.87,0.00,7676.47,7676.47,7676.47,7676.47
2,0.001000,2,2,1,1,0,0,4,2,0.9000,2411.36,2334.00,7676.47,7676.47,6908.82,7676.47
2,0.001000,2,2,1,1,0,0,5,1,0.0000,18340.59,0.00,63970.60,63970.59,63970.59,63970.59
2,0.001000,2,2,1,1,0,0,5,2,0.9000,17484.34,12326.55,63970.60,63970.59,57573.53,63970.59
2,0.001000,2,2,1,1,0,0,6,1,0.0000,51353.65,0.00,179117.66,179117.67,179117.67,179117.67
2,0.001000,2,2,1,1,0,0,6,2,0.9000,49427.46,41200.61,179117.66,179117.67,161205.91,179117.67
2,0.001000,2,2,1,1,0,0,7,1,0.0000,6602.61,0.00,23029.41,23029.41,23029.41,23029.41
2,0.001000,2,2,1,1,0,0,7,2,0.9000,6614.38,7407.89,23029.41,23029.41,20726.47,23029.41
2,0.001000,2,2,1,1,0,0,8,1,0.0000,22742.33,0.00,79323.54,79323.54,79323.54,79323.54
2,0.001000,2,2,1,1,0,0,8,2,0.9000,24150.75,25606.27,79323.54,79323.54,71391.19,79323.54
2,0.001000,2,2,1,1,0,0,9,1,0.0000,30812.19,0.00,107470.61,107470.60,107470.60,107470.60
2,0.001000,2,2,1,1,0,0,9,2,0.9000,29141.86,31315.90,107470.61,107470.60,96723.55,107470.60
2,0.001000,2,2,1,1,0,0,10,1,0.0000,31545.81,0.00,110029.42,110029.42,110029.42,110029.42
2,0.001000,2,2,1,1,0,0,10,2,0.9000,34851.98,35750.05,110029.42,110029.42,99026.49,110029.42
2,0.001000,3,2,1,1,0,0,1,1,0.0000,56294.12,0.00,56294.12,56294.12,56294.12,56294.12
2,0.001000,3,2,1,1,0,0,1,2,1.0000,56294.12,0.00,56294.12,56294.12,56294.13,56294.12
2,0.001000,3,2,1,1,0,0,2,1,0.0000,202147.08,0.00,202147.08,202147.08,202147.08,202147.08
2,0.001000,3,2,1,1,0,0,2,2,1.0000,202147.11,0.00,202147.08,202147.08,202147.05,202147.08
2,0.001000,3,2,1,1,0,0,3,1,0.0000,40941.18,0.00,40941.18,40941.18,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,3,2,1.0000,40941.18,0.00,40941.18,40941.18,40941.18,40941.18
2,0.001000,3,2,1,1,0,0,4,1,0.0000,7676.47,0.00,7676.47,7676.47,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,4,2,1.0000,7676.47,0.00,7676.47,7676.47,7676.47,7676.47
2,0.001000,3,2,1,1,0,0,5,1,0.0000,63970.60,0.00,63970.59,63970.59,63970.59,63970.59
2,0.001000,3,2,1,1,0,0,5,2,1.0000,63970.60,0.00,63970.59,63970.59,63970.59,63970.59
2,0.001000,3,2,1,1,0,0,6,1,0.0000,179117.67,0.00,179117.67,179117.67,179117.67,179117.67
2,0.001000,3,2,1,1,0,0,6,2,1.0000,179117.66,0.00,179117.67,179117.67,179117.67,179117.67
2,0.001000,3,2,1,1,0,0,7,1,0.0000,23029.41,0.00,23029.41,23029.41,23029.41,23029.41
2,0.001000,3,2,1,1,0,0,7,2,1.0000,23029.41,0.00,23029.41,23029.41,23029.41,23029.41
2,0.001000,3,2,1,1,0,0,8,1,0.0000,79323.54,0.00,79323.54,79323.54,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,8,2,1.0000,79323.54,0.00,79323.54,79323.54,79323.54,79323.54
2,0.001000,3,2,1,1,0,0,9,1,0.0000,107470.59,0.00,107470.60,107470.60,107470.60,107470.60
2,0.001000,3,2,1,1,0,0,9,2,1.0000,107470.61,0.00,107470.60,107470.60,107470.62,107470.60
2,0.001000,3,2,1,1,0,0,10,1,0.0000,110029.42,0.00,110029.42,110029.42,110029.42,110029.42
2,0.001000,3,2,1,1,0,0,10,2,1.0000,110029.42,0.00,110029.42,110029.42,110029.44,110029.42
5,0.001000,5,5,1,1,0,0,1,1,0.0000,16139.72,0.00,56294.12,56294.12,56294.12,56294.12
5,0.001000,5,5,1,1,0,0,1,2,1.0000,16390.77,12159.39,56294.12,56294.12,56294.13,56294.12
5,0.001000,5,5,1,1,0,0,2,1,0.0000,57956.26,0.00,202147.09,202147.08,202147.08,202147.08
5,0.001000,5,5,1,1,0,0,2,2,1.0000,64175.07,46345.41,202147.09,202147.08,202147.05,202147.08
5,0.001000,5,5,1,1,0,0,3,1,0.0000,11737.98,0.00,40941.18,40941.18,40941.18,40941.18
5,0.001000,5,5,1,1,0,0,3,2,1.0000,12400.39,7614.93,40941.18,40941.18,40941.18,40941.18
5,0.001000,5,5,1,1,0,0,4,1,0.0000,2200.87,0.00,7676.47,7676.47,7676.47,7676.47
5,0.001000,5,5,1,1,0,0,4,2,1.0000,2509.12,2086.57,7676.47,7676.47,7676.47,7676.47
5,0.001000,5,5,1,1,0,0,5,1,0.0000,18340.59,0.00,63970.60,63970.59,63970.59,63970.59
5,0.001000,5,5,1,1,0,0,5,2,1.0000,19624.71,14659.47,63970.60,63970.59,63970.59,63970.59
5,0.001000,5,5,1,1,0,0,6,1,0.0000,51353.65,0.00,179117.66,179117.67,179117.67,179117.67
5,0.001000,5,5,1,1,0,0,6,2,1.0000,51690.41,37872.88,179117.66,179117.67,179117.67,179117.67
5,0.001000,5,5,1,1,0,0,7,1,0.0000,6602.61,0.00,23029.41,23029.41,23029.41,23029.41
5,0.001000,5,5,1,1,0,0,7,2,1.0000,6714.00,4538.60,23029.41,23029.41,23029.41,23029.41
5,0.001000,5,5,1,1,0,0,8,1,0.0000,22742.33,0.00,79323.54,79323.54,79323.54,79323.54
5,0.001000,5,5,1,1,0,0,8,2,1.0000,23606.98,18176.90,79323.54,79323.54,79323.54,79323.54
5,0.001000,5,5,1,1,0,0,9,1,0.0000,30812.19,0.00,107470.61,107470.60,107470.60,107470.60
5,0.001000,5,5,1,1,0,0,9,2,1.0000,30905.04,22672.89,107470.61,107470.60,107470.62,107470.60
5,0.001000,5,5,1,1,0,0,10,1,0.0000,31545.81,0.00,110029.42,110029.42,110029.42,110029.42
5,0.001000,5,5,1,1,0,0,10,2,1.0000,31416.87,19286.30,110029.42,110029.42,110029.44,110029.42
8,0.001000,12,8,1,1,0,0,1,2,0.2000,1056.45,2293.59,56294.12,56294.12,11258.83,56294.12
8,0.001000,12,8,1,1,0,0,2,2,0.2000,2233.61,4809.30,202147.08,202147.08,40429.41,202147.08
8,0.001000,12,8,1,1,0,0,3,2,0.2000,753.26,1747.43,40941.18,40941.18,8188.24,40941.18
8,0.001000,12,8,1,1,0,0,4,2,0.2000,68.28,147.85,7676.47,7676.47,1535.29,7676.47
8,0.001000,12,8,1,1,0,0,5,2,0.2000,1446.10,3068.38,63970.59,63970.59,12794.12,63970.59
8,0.001000,12,8,1,1,0,0,6,2,0.2000,1283.16,3449.47,179117.67,179117.67,35823.54,179117.67
8,0.001000,12,8,1,1,0,0,7,2,0.2000,605.53,1304.79,23029.41,23029.41,4605.88,23029.41
8,0.001000,12,8,1,1,0,0,8,2,0.2000,2162.79,4741.48,79323.54,79323.54,15864.71,79323.54
8,0.001000,12,8,1,1,0,0,9,2,0.2000,1052.07,2228.01,107470.60,107470.60,21494.12,107470.60
8,0.001000,12,8,1,1,0,0,10,2,0.2000,1765.87,4441.15,110029.42,110029.42,22005.88,110029.42
9,0.001000,17,9,1,1,0,0,1,2,0.1000,546.21,1727.27,56294.12,56294.12,5629.41,56294.12
9,0.001000,17,9,1,1,0,0,2,2,0.1000,7153.93,22622.71,202147.08,202147.08,20214.71,202147.08
9,0.001000,17,9,1,1,0,0,3,2,0.1000,1325.63,4192.00,40941.18,40941.18,4094.12,40941.18
9,0.001000,17,9,1,1,0,0,4,2,0.1000,293.64,928.58,7676.47,7676.47,767.65,7676.47
9,0.001000,17,9,1,1,0,0,5,2,0.1000,1846.96,5840.60,63970.59,63970.59,6397.06,63970.59
9,0.001000,17,9,1,1,0,0,6,2,0.1000,5150.75,16288.10,179117.67,179117.67,17911.77,179117.67
9,0.001000,17,9,1,1,0,0,7,2,0.1000,677.78,2143.31,23029.41,23029.41,2302.94,23029.41
9,0.001000,17,9,1,1,0,0,8,2,0.1000,2566.27,8115.27,79323.54,79323.54,7932.35,79323.54
9,0.001000,17,9,1,1,0,0,9,2,0.1000,4067.98,12864.07,107470.60,107470.60,10747.06,107470.60
9,0.001000,17,9,1,1,0,0,10,2,0.1000,5386.34,17033.10,110029.42,110029.42,11002.94,110029.42
16,0.001000,27,16,1,1,0,0,1,1,0.0000,35834.12,0.00,56294.12,56294.12,56294.12,56294.12
16,0.001000,27,16,1,1,0,0,1,2,1.0000,35592.74,14104.85,56294.12,56294.12,56294.13,56294.12
16,0.001000,27,16,1,1,0,0,2,1,0.0000,128677.05,0.00,202147.08,202147.08,202147.08,202147.08
16,0.001000,27,16,1,1,0,0,2,2,1.0000,127653.48,57004.11,202147.08,202147.08,202147.05,202147.08
16,0.001000,27,16,1,1,0,0,3,1,0.0000,26061.18,0.00,40941.18,40941.18,40941.18,40941.18
16,0.001000,27,16,1,1,0,0,3,2,1.0000,25661.32,11418.10,40941.18,40941.18,40941.18,40941.18
16,0.001000,27,16,1,1,0,0,4,1,0.0000,4886.47,0.00,7676.47,7676.47,7676.47,7676.47
16,0.001000,27,16,1,1,0,0,4,2,1.0000,4805.09,2059.64,7676.47,7676.47,7676.47,7676.47
16,0.001000,27,16,1,1,0,0,5,1,0.0000,40720.59,0.00,63970.59,63970.59,63970.59,63970.59
16,0.001000,27,16,1,1,0,0,5,2,1.0000,38542.96,18166.31,63970.59,63970.59,63970.59,63970.59
16,0.001000,27,16,1,1,0,0,6,1,0.0000,114017.65,0.00,179117.67,179117.67,179117.67,179117.67
16,0.001000,27,16,1,1,0,0,6,2,1.0000,108277.66,51622.71,179117.67,179117.67,179117.67,179117.67
16,0.001000,27,16,1,1,0,0,7,1,0.0000,14659.41,0.00,23029.41,23029.41,23029.41,23029.41
16,0.001000,27,16,1,1,0,0,7,2,1.0000,15055.03,6501.17,23029.41,23029.41,23029.41,23029.41
16,0.001000,27,16,1,1,0,0,8,1,0.0000,50493.53,0.00,79323.54,79323.54,79323.54,79323.54
16,0.001000,27,16,1,1,0,0,8,2,1.0000,48841.66,20022.26,79323.54,79323.54,79323.54,79323.54
16,0.001000,27,16,1,1,0,0,9,1,0.0000,68410.59,0.00,107470.60,107470.60,107470.60,107470.60
16,0.001000,27,16,1,1,0,0,9,2,1.0000,66674.61,27432.40,107470.60,107470.60,107470.62,107470.60
16,0.001000,27,16,1,1,0,0,10,1,0.0000,70039.41,0.00,110029.42,110029.42,110029.42,110029.42
16,0.001000,27,16,1,1,0,0,10,2,1.0000,67945.09,28725.54,110029.42,110029.42,110029.44,110029.42
19,0.001000,32,19,1,1,0,0,1,2,0.4000,2346.60,4196.86,56294.12,56294.12,22517.65,56294.12
19,0.001000,32,19,1,1,0,0,2,2,0.4000,9266.80,17956.66,202147.08,202147.08,80858.83,202147.08
19,0.001000,32,19,1,1,0,0,3,2,0.3000,1440.69,2556.42,40941.18,40941.18,12282.35,40941.18
19,0.001000,32,19,1,1,0,0,4,2,0.3000,126.81,295.94,7676.47,7676.47,2302.94,7676.47
19,0.001000,32,19,1,1,0,0,5,2,0.4000,2373.04,4995.33,63970.59,63970.59,25588.24,63970.59
19,0.001000,32,19,1,1,0,0,6,2,0.4000,9967.59,15132.21,179117.67,179117.67,71647.07,179117.67
19,0.001000,32,19,1,1,0,0,7,2,0.3000,691.54,1433.14,23029.41,23029.41,6908.82,23029.41
19,0.001000,32,19,1,1,0,0,8,2,0.4000,2882.08,4620.63,79323.54,79323.54,31729.42,79323.54
19,0.001000,32,19,1,1,0,0,9,2,0.4000,2649.75,4297.05,107470.60,107470.60,42988.24,107470.60
19,0.001000,32,19,1,1,0,0,10,2,0.4000,4421.49,8810.48,110029.42,110029.42,44011.77,110029.42
19,0.001000,33,19,1,1,0,0,1,2,0.3000,1663.14,3492.43,56294.12,56294.12,16888.24,56294.12
19,0.001000,33,19,1,1,0,0,2,2,0.2000,4905.41,10466.78,202147.08,202147.08,40429.41,202147.08
19,0.001000,33,19,1,1,0,0,3,2,0.1000,776.45,2455.36,40941.18,40941.18,4094.12,40941.18
19,0.001000,33,19,1,1,0,0,4,2,0.3000,191.25,397.90,7676.47,7676.47,2302.94,7676.47
19,0.001000,33,19,1,1,0,0,5,2,0.3000,1788.90,4120.07,63970.59,63970.59,19191.18,63970.59
19,0.001000,33,19,1,1,0,0,6,2,0.3000,5210.13,9659.98,179117.67,179117.67,53735.30,179117.67
19,0.001000,33,19,1,1,0,0,7,2,0.3000,407.91,821.24,23029.41,23029.41,6908.82,23029.41
19,0.001000,33,19,1,1,0,0,8,2,0.3000,2788.02,5877.31,79323.54,79323.54,23797.06,79323.54
19,0.001000,33,19,1,1,0,0,9,2,0.3000,2250.79,5285.62,107470.60,107470.60,32241.18,107470.60
19,0.001000,33,19,1,1,0,0,10,2,0.3000,1632.56,4316.81,110029.42,110029.42,33008.83,110029.42
20,0.001000,34,20,1,1,0,0,1,2,0.3000,2481.53,4890.44,56294.12,56294.12,16888.24,56294.12
20,0.001000,34,20,1,1,0,0,2,2,0.3000,5909.37,10476.63,202147.08,202147.08,60644.12,202147.08
20,0.001000,34,20,1,1,0,0,3,2,0.3000,896.12,1682.60,40941.18,40941.18,12282.35,40941.18
20,0.001000,34,20,1,1,0,0,4,2,0.3000,150.51,371.59,7676.47,7676.47,2302.94,7676.47
20,0.001000,34,20,1,1,0,0,5,2,0.3000,1077.09,2446.52,63970.59,63970.59,19191.18,63970.59
20,0.001000,34,20,1,1,0,0,6,2,0.3000,2786.77,5730.64,179117.67,179117.67,53735.30,179117.67
20,0.001000,34,20,1,1,0,0,7,2,0.3000,435.63,864.01,23029.41,23029.41,6908.82,23029.41
20,0.001000,34,20,1,1,0,0,8,2,0.2000,3067.43,6555.05,79323.54,79323.54,15864.71,79323.54
20,0.001000,34,20,1,1,0,0,9,2,0.2000,1241.73,2691.27,107470.60,107470.60,21494.12,107470.60
20,0.001000,34,20,1,1,0,0,10,2,0.3000,5430.60,11482.77,110029.42,110029.42,33008.83,110029.42
22,0.001000,36,22,1,1,0,0,1,2,0.3000,1907.57,4481.41,56294.12,56294.12,16888.24,56294.12
22,0.001000,36,22,1,1,0,0,2,2,0.3000,10570.94,30028.66,202147.08,202147.08,60644.12,202147.08
22,0.001000,36,22,1,1,0,0,3,2,0.3000,1524.62,4234.38,40941.18,40941.18,12282.35,40941.18
22,0.001000,36,22,1,1,0,0,4,2,0.3000,145.12,362.19,7676.47,7676.47,2302.94,7676.47
22,0.001000,36,22,1,1,0,0,5,2,0.2000,171.02,374.94,63970.59,63970.59,12794.12,63970.59
22,0.001000,36,22,1,1,0,0,6,2,0.3000,1094.36,3228.14,179117.67,179117.67,53735.30,179117.67
22,0.001000,36,22,1,1,0,0,7,2,0.3000,429.08,1000.07,23029.41,23029.41,6908.82,23029.41
22,0.001000,36,22,1,1,0,0,8,2,0.3000,3615.28,8910.74,79323.54,79323.54,23797.06,79323.54
22,0.001000,36,22,1,1,0,0,9,2,0.3000,1188.20,2397.07,107470.60,107470.60,32241.18,107470.60
22,0.001000,36,22,1,1,0,0,10,2,0.3000,4437.06,9842.47,110029.42,110029.42,33008.83,110029.42
22,0.001000,37,22,1,1,0,0,1,2,0.2000,336.00,720.08,56294.12,56294.12,11258.83,56294.12
22,0.001000,37,22,1,1,0,0,2,2,0.2000,7980.55,25112.74,202147.08,202147.08,40429.41,202147.08
22,0.001000,37,22,1,1,0,0,3,2,0.2000,475.79,1245.43,40941.18,40941.18,8188.24,40941.18
22,0.001000,37,22,1,1,0,0,4,2,0.2000,260.58,777.28,7676.47,7676.47,1535.29,7676.47
22,0.001000,37,22,1,1,0,0,5,2,0.2000,1756.45,5272.57,63970.59,63970.59,12794.12,63970.59
22,0.001000,37,22,1,1,0,0,6,2,0.2000,7759.94,23304.37,179117.67,179117.67,35823.54,179117.67
22,0.001000,37,22,1,1,0,0,7,2,0.2000,615.82,1905.16,23029.41,23029.41,4605.88,23029.41
22,0.001000,37,22,1,1,0,0,8,2,0.2000,584.26,1472.59,79323.54,79323.54,15864.71,79323.54
22,0.001000,37,22,1,1,0,0,9,2,0.2000,674.74,2110.54,107470.60,107470.60,21494.12,107470.60
22,0.001000,37,22,1,1,0,0,10,2,0.2000,1718.58,4586.17,110029.42,110029.42,22005.88,110029.42
23,0.001000,38,23,1,1,0,0,1,2,0.1000,3237.79,10238.79,56294.12,56294.12,5629.41,56294.12
23,0.001000,38,23,1,1,0,0,2,2,0.1000,6851.27,21665.62,202147.08,202147.08,20214.71,202147.08
23,0.001000,38,23,1,1,0,0,3,2,0.1000,1399.13,4424.44,40941.18,40941.18,4094.12,40941.18
23,0.001000,38,23,1,1,0,0,4,2,0.1000,263.31,832.67,7676.47,7676.47,767.65,7676.47
23,0.001000,38,23,1,1,0,0,5,2,0.1000,1835.97,5805.84,63970.59,63970.59,6397.06,63970.59
23,0.001000,38,23,1,1,0,0,6,2,0.1000,5469.12,17294.89,179117.67,179117.67,17911.77,179117.67
23,0.001000,38,23,1,1,0,0,7,2,0.1000,698.22,2207.96,23029.41,23029.41,2302.94,23029.41
23,0.001000,38,23,1,1,0,0,8,2,0.1000,4801.90,15184.94,79323.54,79323.54,7932.35,79323.54
23,0.001000,38,23,1,1,0,0,9,2,0.1000,4917.52,15550.56,107470.60,107470.60,10747.06,107470.60
23,0.001000,38,23,1,1,0,0,10,2,0.1000,1947.38,6158.15,110029.42,110029.42,11002.94,110029.42
25,0.001000,41,25,1,1,0,0,1,2,0.3000,1131.52,2632.58,56294.12,56294.12,16888.24,56294.12
25,0.001000,41,25,1,1,0,0,2,2,0.3000,6236.26,13350.77,202147.08,202147.08,60644.12,202147.08
25,0.001000,41,25,1,1,0,0,3,2,0.3000,1077.79,2348.75,40941.18,40941.18,12282.35,40941.18
25,0.001000,41,25,1,1,0,0,4,2,0.3000,299.75,629.57,7676.47,7676.47,2302.94,7676.47
25,0.001000,41,25,1,1,0,0,5,2,0.3000,2176.58,4461.45,63970.59,63970.59,19191.18,63970.59
25,0.001000,41,25,1,1,0,0,6,2,0.3000,5311.02,12904.51,179117.67,179117.67,53735.30,179117.67
25,0.001000,41,25,1,1,0,0,7,2,0.3000,542.84,1304.77,23029.41,23029.41,6908.82,23029.41
25,0.001000,41,25,1,1,0,0,8,2,0.2000,486.56,1361.66,79323.54,79323.54,15864.71,79323.54
25,0.001000,41,25,1,1,0,0,9,2,0.3000,3056.12,6321.31,107470.60,107470.60,32241.18,107470.60
25,0.001000,41,25,1,1,0,0,10,2,0.3000,1640.36,4133.02,110029.42,110029.42,33008.83,110029.42
25,0.001000,43,25,1,1,0,0,1,1,0.0000,56294.12,0.00,56294.12,56294.12,56294.12,56294.12
25,0.001000,43,25,1,1,0,0,1,2,1.0000,56294.12,0.00,56294.12,56294.12,56294.13,56294.12
25,0.001000,43,25,1,1,0,0,2,1,0.0000,202147.08,0.00,202147.08,202147.08,202147.08,202147.08
25,0.001000,43,25,1,1,0,0,2,2,1.0000,202147.09,0.00,202147.08,202147.08,202147.05,202147.08
25,0.001000,43,25,1,1,0,0,3,1,0.0000,40941.18,0.00,40941.18,40941.18,40941.18,40941.18
25,0.001000,43,25,1,1,0,0,3,2,1.0000,40941.18,0.00,40941.18,40941.18,40941.18,40941.18
25,0.001000,43,25,1,1,0,0,4,1,0.0000,7676.47,0.00,7676.47,7676.47,7676.47,7676.47
25,0.001000,43,25,1,1,0,0,4,2,1.0000,7676.47,0.00,7676.47,7676.47,7676.47,7676.47
25,0.001000,43,25,1,1,0,0,5,1,0.0000,63970.59,0.00,63970.59,63970.59,63970.59,63970.59
25,0.001000,43,25,1,1,0,0,5,2,1.0000,63970.60,0.00,63970.59,63970.59,63970.59,63970.59
25,0.001000,43,25,1,1,0,0,6,1,0.0000,179117.67,0.00,179117.67,179117.67,179117.67,179117.67
25,0.001000,43,25,1,1,0,0,6,2,1.0000,179117.66,0.00,179117.67,179117.67,179117.67,179117.67
25,0.001000,43,25,1,1,0,0,7,1,0.0000,23029.41,0.00,23029.41,23029.41,23029.41,23029.41
25,0.001000,43,25,1,1,0,0,7,2,1.0000,23029.41,0.00,23029.41,23029.41,23029.41,23029.41
25,0.001000,43,25,1,1,0,0,8,1,0.0000,79323.54,0.00,79323.54,79323.54,79323.54,79323.54
25,0.001000,43,25,1,1,0,0,8,2,1.0000,79323.55,0.00,79323.54,79323.54,79323.54,79323.54
25,0.001000,43,25,1,1,0,0,9,1,0.0000,107470.60,0.00,107470.60,107470.60,107470.60,107470.60
25,0.001000,43,25,1,1,0,0,9,2,1.0000,107470.61,0.00,107470.60,107470.60,107470.62,107470.60
25,0.001000,43,25,1,1,0,0,10,1,0.0000,110029.42,0.00,110029.42,110029.42,110029.42,110029.42
25,0.001000,43,25,1,1,0,0,10,2,1.0000,110029.42,0.00,110029.42,110029.42,110029.44,110029.42
26,0.001000,44,26,1,1,0,0,1,1,0.0000,16139.72,0.00,56294.12,56294.12,56294.12,56294.12
26,0.001000,44,26,1,1,0,0,1,2,0.9000,14118.50,12839.09,56294.12,56294.12,50664.72,56294.12
26,0.001000,44,26,1,1,0,0,2,1,0.0000,57956.26,0.00,202147.09,202147.08,202147.08,202147.08
26,0.001000,44,26,1,1,0,0,2,2,0.9000,56809.07,48207.98,202147.09,202147.08,181932.34,202147.08
26,0.001000,44,26,1,1,0,0,3,1,0.0000,11737.98,0.00,40941.18,40941.18,40941.18,40941.18
26,0.001000,44,26,1,1,0,0,3,2,0.9000,11078.62,10807.29,40941.18,40941.18,36847.06,40941.18
26,0.001000,44,26,1,1,0,0,4,1,0.0000,2200.87,0.00,7676.47,7676.47,7676.47,7676.47
26,0.001000,44,26,1,1,0,0,4,2,0.8000,2595.35,2362.53,7676.47,7676.47,6141.18,7676.47
26,0.001000,44,26,1,1,0,0,5,1,0.0000,18340.59,0.00,63970.60,63970.59,63970.59,63970.59
26,0.001000,44,26,1,1,0,0,5,2,0.9000,17769.24,19878.96,63970.60,63970.59,57573.53,63970.59
26,0.001000,44,26,1,1,0,0,6,1,0.0000,51353.65,0.00,179117.66,179117.67,179117.67,179117.67
26,0.001000,44,26,1,1,0,0,6,2,0.9000,44800.83,42915.80,179117.66,179117.67,161205.91,179117.67
26,0.001000,44,26,1,1,0,0,7,1,0.0000,6602.61,0.00,23029.41,23029.41,23029.41,23029.41
26,0.001000,44,26,1,1,0,0,7,2,0.9000,7016.50,6163.64,23029.41,23029.41,20726.47,23029.41
26,0.001000,44,26,1,1,0,0,8,1,0.0000,22742.33,0.00,79323.54,79323.54,79323.54,79323.54
26,0.001000,44,26,1,1,0,0,8,2,0.9000,22638.67,21683.91,79323.54,79323.54,71391.19,79323.54
26,0.001000,44,26,1,1,0,0,9,1,0.0000,30812.19,0.00,107470.61,107470.60,107470.60,107470.60
26,0.001000,44,26,1,1,0,0,9,2,0.9000,34386.80,31552.16,107470.61,107470.60,96723.55,107470.60
26,0.001000,44,26,1,1,0,0,10,1,0.0000,31545.81,0.00,110029.42,110029.42,110029.42,110029.42
26,0.001000,44,26,1,1,0,0,10,2,0.9000,33385.71,30745.70,110029.42,110029.42,99026.49,110029.42
31,0.001000,48,31,1,1,0,0,1,2,0.3000,2313.58,4323.54,56294.12,56294.12,16888.24,56294.12
31,0.001000,48,31,1,1,0,0,2,2,0.3000,8743.51,14111.47,202147.08,202147.08,60644.12,202147.08
31,0.001000,48,31,1,1,0,0,3,2,0.3000,2069.24,3590.51,40941.18,40941.18,12282.35,40941.18
31,0.001000,48,31,1,1,0,0,4,2,0.3000,268.28,467.63,7676.47,7676.47,2302.94,7676.47
31,0.001000,48,31,1,1,0,0,5,2,0.3000,2424.07,4073.86,63970.59,63970.59,19191.18,63970.59
31,0.001000,48,31,1,1,0,0,6,2,0.3000,5623.77,11816.83,179117.67,179117.67,53735.30,179117.67
31,0.001000,48,31,1,1,0,0,7,2,0.3000,995.55,1800.35,23029.41,23029.41,6908.82,23029.41
31,0.001000,48,31,1,1,0,0,8,2,0.3000,2161.61,3595.55,79323.54,79323.54,23797.06,79323.54
31,0.001000,48,31,1,1,0,0,9,2,0.3000,5598.85,9520.24,107470.60,107470.60,32241.18,107470.60
31,0.001000,48,31,1,1,0,0,10,2,0.3000,6250.26,10295.10,110029.42,110029.42,33008.83,110029.42
32,0.001000,51,32,1,1,0,0,1,1,0.0000,22634.12,0.00,56294.12,56294.12,56294.12,56294.12
32,0.001000,51,32,1,1,0,0,1,2,1.0000,22155.95,16264.32,56294.12,56294.12,56294.13,56294.12
32,0.001000,51,32,1,1,0,0,2,1,0.0000,81277.06,0.00,202147.08,202147.08,202147.08,202147.08
32,0.001000,51,32,1,1,0,0,2,2,1.0000,78863.14,46400.84,202147.08,202147.08,202147.05,202147.08
32,0.001000,51,32,1,1,0,0,3,1,0.0000,16461.18,0.00,40941.18,40941.18,40941.18,40941.18
32,0.001000,51,32,1,1,0,0,3,2,1.0000,18130.90,13112.05,40941.18,40941.18,40941.18,40941.18
32,0.001000,51,32,1,1,0,0,4,1,0.0000,3086.47,0.00,7676.47,7676.47,7676.47,7676.47
32,0.001000,51,32,1,1,0,0,4,2,1.0000,3048.60,1965.66,7676.47,7676.47,7676.47,7676.47
32,0.001000,51,32,1,1,0,0,5,1,0.0000,25720.59,0.00,63970.59,63970.59,63970.59,63970.59
32,0.001000,51,32,1,1,0,0,5,2,1.0000,25001.71,17633.50,63970.59,63970.59,63970.59,63970.59
32,0.001000,51,32,1,1,0,0,6,1,0.0000,72017.65,0.00,179117.67,179117.67,179117.67,179117.67
