EventId,SummaryId,Quantile,Loss
1,1,0.000000,0.000000
1,1,0.200000,0.000000
1,1,0.400000,52311.703125
1,1,0.500000,83118.140625
1,1,0.750000,167065.093750
1,1,1.000000,278596.156250
1,2,0.000000,0.000000
1,2,0.200000,196.425385
1,2,0.400000,2293.346191
1,2,0.500000,3902.616943
1,2,0.750000,6017.855957
1,2,1.000000,8815.064453
1,3,0.000000,0.000000
1,3,0.200000,0.000000
1,3,0.400000,0.000000
1,3,0.500000,6958.549805
1,3,0.750000,34518.609375
1,3,1.000000,98289.953125
1,4,0.000000,0.000000
1,4,0.200000,0.000000
1,4,0.400000,1050.030640
1,4,0.500000,4501.068848
1,4,0.750000,14829.546875
1,4,1.000000,25363.470703
1,5,0.000000,0.000000
1,5,0.200000,0.000000
1,5,0.400000,24855.203125
1,5,0.500000,41465.824219
1,5,0.750000,47270.070312
1,5,1.000000,140098.000000
2,1,0.000000,99032.531250
2,1,0.200000,138150.468750
2,1,0.400000,263781.375000
2,1,0.500000,342549.968750
2,1,0.750000,489866.500000
2,1,1.000000,790000.000000
2,2,0.000000,3393.870117
2,2,0.200000,7508.089355
2,2,0.400000,9507.962891
2,2,0.500000,10691.726562
2,2,0.750000,17324.732422
2,2,1.000000,30000.000000
2,3,0.000000,57068.699219
2,3,0.200000,66899.171875
2,3,0.400000,86102.500000
2,3,0.500000,91307.968750
2,3,0.750000,124352.640625
2,3,1.000000,161985.671875
2,4,0.000000,1415.330566
2,4,0.200000,18815.439453
2,4,0.400000,22075.166016
2,4,0.500000,23709.853516
2,4,0.750000,44970.734375
2,4,1.000000,83648.984375
2,5,0.000000,31291.773438
2,5,0.200000,60892.292969
2,5,0.400000,76266.234375
2,5,0.500000,90828.734375
2,5,0.750000,165614.359375
2,5,1.000000,310000.000000
3,1,0.000000,790000.000000
3,1,0.200000,790000.000000
3,1,0.400000,790000.000000
3,1,0.500000,790000.000000
3,1,0.750000,790000.000000
3,1,1.000000,790000.000000
3,2,0.000000,29999.998047
3,2,0.200000,30000.000000
3,2,0.400000,30000.000000
3,2,0.500000,30000.000000
3,2,0.750000,30000.000000
3,2,1.000000,30000.000000
3,3,0.000000,250000.000000
3,3,0.200000,250000.000000
3,3,0.400000,250000.000000
3,3,0.500000,250000.000000
3,3,0.750000,250000.000000
3,3,1.000000,250000.015625
3,4,0.000000,90000.000000
3,4,0.200000,90000.000000
3,4,0.400000,90000.000000
3,4,0.500000,90000.000000
3,4,0.750000,90000.000000
3,4,1.000000,90000.000000
3,5,0.000000,310000.000000
3,5,0.200000,310000.000000
3,5,0.400000,310000.000000
3,5,0.500000,310000.000000
3,5,0.750000,310000.000000
3,5,1.000000,310000.000000
5,1,0.000000,5.880260
5,1,0.200000,160478.515625
5,1,0.400000,291098.062500
5,1,0.500000,351573.093750
5,1,0.750000,420919.656250
5,1,1.000000,609279.062500
5,2,0.000000,3456.831787
5,2,0.200000,6307.750000
5,2,0.400000,8459.961914
5,2,0.500000,9764.568359
5,2,0.750000,20807.326172
5,2,1.000000,25913.843750
5,3,0.000000,26282.181641
5,3,0.200000,53506.843750
5,3,0.400000,70108.632812
5,3,0.500000,89804.359375
5,3,0.750000,146659.687500
5,3,1.000000,199537.578125
5,4,0.000000,5342.631836
5,4,0.200000,19838.845703
5,4,0.400000,35760.652344
5,4,0.500000,40679.257812
5,4,0.750000,45613.144531
5,4,1.000000,63589.183594
5,5,0.000000,42764.808594
5,5,0.200000,70763.484375
5,5,0.400000,105097.500000
5,5,0.500000,123749.203125
5,5,0.750000,169010.531250
5,5,1.000000,248614.765625
12,1,0.000000,0.000000
12,1,0.200000,0.000000
12,1,0.400000,1351.719604
12,1,0.500000,12739.966797
12,1,0.750000,84191.789062
12,1,1.000000,258392.000000
12,2,0.000000,0.000000
12,2,0.200000,0.000000
12,2,0.400000,989.012146
12,2,0.500000,2172.607422
12,2,0.750000,4606.055664
12,2,1.000000,12176.377930
12,3,0.000000,0.000000
12,3,0.200000,0.000000
12,3,0.400000,0.000000
12,3,0.500000,484.578613
12,3,0.750000,59331.785156
12,3,1.000000,100349.375000
12,4,0.000000,0.000000
12,4,0.200000,0.000000
12,4,0.400000,0.000000
12,4,0.500000,1031.406982
12,4,0.750000,10494.089844
12,4,1.000000,45344.093750
12,5,0.000000,0.000000
12,5,0.200000,0.000000
12,5,0.400000,6586.216309
12,5,0.500000,9050.069336
12,5,0.750000,37493.066406
12,5,1.000000,141805.234375
17,1,0.000000,0.000000
17,1,0.200000,0.000000
17,1,0.400000,5098.343262
17,1,0.500000,15355.134766
17,1,0.750000,60055.144531
17,1,1.000000,361742.125000
17,2,0.000000,0.000000
17,2,0.200000,0.000000
17,2,0.400000,0.000000
17,2,0.500000,322.264404
17,2,0.750000,4807.726074
17,2,1.000000,14848.251953
17,3,0.000000,0.000000
17,3,0.200000,0.000000
17,3,0.400000,8688.580078
17,3,0.500000,23394.968750
17,3,0.750000,43903.835938
17,3,1.000000,93392.406250
17,4,0.000000,0.000000
17,4,0.200000,0.000000
17,4,0.400000,2102.722168
17,4,0.500000,6169.922852
17,4,0.750000,13774.082031
17,4,1.000000,34272.062500
17,5,0.000000,0.000000
17,5,0.200000,0.000000
17,5,0.400000,0.000000
17,5,0.500000,0.000000
17,5,0.750000,50709.324219
17,5,1.000000,129764.953125
27,1,0.000000,248258.687500
27,1,0.200000,344184.531250
27,1,0.400000,475314.500000
27,1,0.500000,558858.937500
27,1,0.750000,708977.625000
27,1,1.000000,790000.000000
27,2,0.000000,5615.402344
27,2,0.200000,15423.632812
27,2,0.400000,20369.171875
27,2,0.500000,21431.070312
27,2,0.750000,23940.048828
27,2,1.000000,30000.000000
27,3,0.000000,53495.039062
27,3,0.200000,113050.539062
27,3,0.400000,146195.718750
27,3,0.500000,167486.906250
27,3,0.750000,209724.000000
27,3,1.000000,250000.000000
27,4,0.000000,24963.095703
27,4,0.200000,47497.117188
27,4,0.400000,64367.171875
27,4,0.500000,67550.507812
27,4,0.750000,84553.265625
27,4,1.000000,90000.000000
27,5,0.000000,80856.453125
27,5,0.200000,168600.015625
27,5,0.400000,183126.812500
27,5,0.500000,195389.000000
27,5,0.750000,262786.000000
27,5,1.000000,310000.000000
32,1,0.000000,0.000000
32,1,0.200000,0.000000
32,1,0.400000,0.000000
32,1,0.500000,7635.376953
32,1,0.750000,108563.101562
32,1,1.000000,303430.468750
32,2,0.000000,0.000000
32,2,0.200000,716.641724
32,2,0.400000,1727.246094
32,2,0.500000,2176.598145
32,2,0.750000,2803.245605
32,2,1.000000,5602.518555
32,3,0.000000,0.000000
32,3,0.200000,0.000000
32,3,0.400000,19198.113281
32,3,0.500000,22619.652344
32,3,0.750000,37585.113281
32,3,1.000000,97311.781250
32,4,0.000000,0.000000
32,4,0.200000,0.000000
32,4,0.400000,5330.265137
32,4,0.500000,9910.337891
32,4,0.750000,20444.671875
32,4,1.000000,38469.960938
32,5,0.000000,0.000000
32,5,0.200000,0.000000
32,5,0.400000,16249.572266
32,5,0.500000,39233.789062
32,5,0.750000,77116.343750
32,5,1.000000,114524.500000
33,1,0.000000,0.000000
33,1,0.200000,0.000000
33,1,0.400000,13251.538086
33,1,0.500000,25874.089844
33,1,0.750000,63072.785156
33,1,1.000000,259616.000000
33,2,0.000000,0.000000
33,2,0.200000,0.000000
33,2,0.400000,417.399811
33,2,0.500000,1470.383545
33,2,0.750000,4582.964844
33,2,1.000000,8613.508789
33,3,0.000000,0.000000
33,3,0.200000,0.000000
33,3,0.400000,2237.532715
33,3,0.500000,16237.529297
33,3,0.750000,31499.386719
33,3,1.000000,119807.015625
33,4,0.000000,0.000000
33,4,0.200000,0.000000
33,4,0.400000,3548.193604
33,4,0.500000,4683.417480
33,4,0.750000,6297.283203
33,4,1.000000,17176.132812
33,5,0.000000,0.000000
33,5,0.200000,0.000000
33,5,0.400000,0.000000
33,5,0.500000,5210.444336
33,5,0.750000,69916.937500
33,5,1.000000,134516.093750
34,1,0.000000,0.000000
34,1,0.200000,0.000000
34,1,0.400000,22172.837891
34,1,0.500000,49063.207031
34,1,0.750000,197447.031250
34,1,1.000000,292995.437500
34,2,0.000000,0.000000
34,2,0.200000,0.000000
34,2,0.400000,750.476990
34,2,0.500000,1560.425049
34,2,0.750000,2955.363281
34,2,1.000000,10700.097656
34,3,0.000000,0.000000
34,3,0.200000,0.000000
34,3,0.400000,9068.470703
34,3,0.500000,18590.447266
34,3,0.750000,59981.761719
34,3,1.000000,69813.140625
34,4,0.000000,0.000000
34,4,0.200000,0.000000
34,4,0.400000,1170.740479
34,4,0.500000,3700.758301
34,4,0.750000,10453.566406
34,4,1.000000,17039.144531
34,5,0.000000,0.000000
34,5,0.200000,0.000000
34,5,0.400000,0.000000
34,5,0.500000,5125.512207
34,5,0.750000,38539.992188
34,5,1.000000,131990.984375
36,1,0.000000,0.000000
36,1,0.200000,0.000000
36,1,0.400000,0.000000
36,1,0.500000,12489.419922
36,1,0.750000,71327.421875
36,1,1.000000,552801.500000
36,2,0.000000,0.000000
36,2,0.200000,0.000000
36,2,0.400000,0.000000
36,2,0.500000,951.540527
36,2,0.750000,3898.387939
36,2,1.000000,6712.001465
36,3,0.000000,0.000000
36,3,0.200000,0.000000
36,3,0.400000,0.000000
36,3,0.500000,0.000000
36,3,0.750000,11292.829102
36,3,1.000000,68226.992188
36,4,0.000000,0.000000
36,4,0.200000,457.860748
36,4,0.400000,6825.565430
36,4,0.500000,7895.562500
36,4,0.750000,11779.333984
36,4,1.000000,18379.474609
36,5,0.000000,0.000000
36,5,0.200000,0.000000
36,5,0.400000,0.000000
36,5,0.500000,0.000000
36,5,0.750000,77097.703125
36,5,1.000000,164768.640625
37,1,0.000000,0.000000
37,1,0.200000,0.000000
37,1,0.400000,0.000000
37,1,0.500000,6490.263184
37,1,0.750000,99364.531250
37,1,1.000000,453577.937500
37,2,0.000000,0.000000
37,2,0.200000,34.217060
37,2,0.400000,846.100525
37,2,0.500000,1643.441772
37,2,0.750000,4598.126953
37,2,1.000000,14097.249023
37,3,0.000000,0.000000
37,3,0.200000,0.000000
37,3,0.400000,0.000000
37,3,0.500000,2631.374268
37,3,0.750000,23504.433594
37,3,1.000000,95591.656250
37,4,0.000000,0.000000
37,4,0.200000,0.000000
37,4,0.400000,0.000000
37,4,0.500000,2922.405273
37,4,0.750000,11459.354492
37,4,1.000000,34463.761719
37,5,0.000000,0.000000
37,5,0.200000,0.000000
37,5,0.400000,13227.026367
37,5,0.500000,24248.046875
37,5,0.750000,50207.117188
37,5,1.000000,96100.382812
38,1,0.000000,0.000000
38,1,0.200000,0.000000
38,1,0.400000,0.000000
38,1,0.500000,34703.898438
38,1,0.750000,124565.609375
38,1,1.000000,337397.281250
38,2,0.000000,0.000000
38,2,0.200000,0.000000
38,2,0.400000,0.000000
38,2,0.500000,1411.718262
38,2,0.750000,4817.679688
38,2,1.000000,12967.058594
38,3,0.000000,0.000000
38,3,0.200000,0.000000
38,3,0.400000,0.000000
38,3,0.500000,11582.555664
38,3,0.750000,58534.996094
38,3,1.000000,97454.265625
38,4,0.000000,0.000000
38,4,0.200000,0.000000
38,4,0.400000,1681.987061
38,4,0.500000,5306.271484
38,4,0.750000,8858.253906
38,4,1.000000,34384.472656
38,5,0.000000,0.000000
38,5,0.200000,0.000000
38,5,0.400000,0.000000
38,5,0.500000,0.000000
38,5,0.750000,8428.672852
38,5,1.000000,236474.031250
41,1,0.000000,0.000000
41,1,0.200000,0.000000
41,1,0.400000,0.000000
41,1,0.500000,0.000000
41,1,0.750000,14655.541016
41,1,1.000000,293623.875000
41,2,0.000000,0.000000
41,2,0.200000,0.000000
41,2,0.400000,227.387863
41,2,0.500000,814.537598
41,2,0.750000,2029.065186
41,2,1.000000,11968.397461
41,3,0.000000,0.000000
41,3,0.200000,0.000000
41,3,0.400000,6618.290039
41,3,0.500000,11293.628906
41,3,0.750000,67934.687500
41,3,1.000000,87319.367188
41,4,0.000000,0.000000
41,4,0.200000,0.000000
41,4,0.400000,1703.107666
41,4,0.500000,6134.759766
41,4,0.750000,18452.748047
41,4,1.000000,32221.371094
41,5,0.000000,0.000000
41,5,0.200000,0.000000
41,5,0.400000,0.000000
41,5,0.500000,0.000000
41,5,0.750000,23831.777344
41,5,1.000000,86303.609375
43,1,0.000000,790000.000000
43,1,0.200000,790000.000000
43,1,0.400000,790000.000000
43,1,0.500000,790000.000000
43,1,0.750000,790000.000000
43,1,1.000000,790000.000000
43,2,0.000000,30000.000000
43,2,0.200000,30000.000000
43,2,0.400000,30000.000000
43,2,0.500000,30000.000000
43,2,0.750000,30000.000000
43,2,1.000000,30000.001953
43,3,0.000000,250000.000000
43,3,0.200000,250000.000000
43,3,0.400000,250000.000000
43,3,0.500000,250000.000000
43,3,0.750000,250000.000000
43,3,1.000000,250000.000000
43,4,0.000000,90000.000000
43,4,0.200000,90000.000000
43,4,0.400000,90000.000000
43,4,0.500000,90000.000000
43,4,0.750000,90000.000000
43,4,1.000000,90000.000000
43,5,0.000000,310000.000000
43,5,0.200000,310000.000000
43,5,0.400000,310000.000000
43,5,0.500000,310000.000000
43,5,0.750000,310000.000000
43,5,1.000000,310000.000000
44,1,0.000000,32292.603516
44,1,0.200000,165050.968750
44,1,0.400000,257610.953125
44,1,0.500000,321228.156250
44,1,0.750000,387068.812500
44,1,1.000000,631368.250000
44,2,0.000000,0.000000
44,2,0.200000,4030.275391
44,2,0.400000,10959.753906
44,2,0.500000,12200.597656
44,2,0.750000,19290.417969
44,2,1.000000,30000.000000
44,3,0.000000,21156.976562
44,3,0.200000,44510.628906
44,3,0.400000,63383.816406
44,3,0.500000,69911.828125
44,3,0.750000,127928.718750
44,3,1.000000,245669.875000
44,4,0.000000,0.000000
44,4,0.200000,17819.748047
44,4,0.400000,31556.066406
44,4,0.500000,33059.566406
44,4,0.750000,53359.804688
44,4,1.000000,77862.796875
44,5,0.000000,42342.195312
44,5,0.200000,60427.375000
44,5,0.400000,95737.875000
44,5,0.500000,122791.453125
44,5,0.750000,156154.750000
44,5,1.000000,266624.937500
46,1,0.000000,0.000000
46,1,0.200000,0.000000
46,1,0.400000,0.000000
46,1,0.500000,0.000000
46,1,0.750000,102273.234375
46,1,1.000000,154904.203125
46,2,0.000000,0.000000
46,2,0.200000,0.000000
46,2,0.400000,0.000000
46,2,0.500000,0.000000
46,2,0.750000,3034.795898
46,2,1.000000,7192.253906
46,3,0.000000,0.000000
46,3,0.200000,0.000000
46,3,0.400000,0.000000
46,3,0.500000,0.000000
46,3,0.750000,7538.272461
46,3,1.000000,43505.832031
46,4,0.000000,0.000000
46,4,0.200000,0.000000
46,4,0.400000,0.000000
46,4,0.500000,349.018860
46,4,0.750000,4741.552734
46,4,1.000000,24532.046875
46,5,0.000000,0.000000
46,5,0.200000,0.000000
46,5,0.400000,0.000000
46,5,0.500000,0.000000
46,5,0.750000,8009.655273
46,5,1.000000,90721.703125
48,1,0.000000,0.000000
48,1,0.200000,0.000000
48,1,0.400000,32304.685547
48,1,0.500000,45187.226562
48,1,0.750000,192378.687500
48,1,1.000000,235277.125000
48,2,0.000000,0.000000
48,2,0.200000,0.000000
48,2,0.400000,1616.960205
48,2,0.500000,3022.609863
48,2,0.750000,6186.564941
48,2,1.000000,10439.586914
48,3,0.000000,0.000000
48,3,0.200000,0.000000
48,3,0.400000,13040.664062
48,3,0.500000,24546.748047
48,3,0.750000,42263.449219
48,3,1.000000,71941.000000
48,4,0.000000,0.000000
48,4,0.200000,0.000000
48,4,0.400000,7135.787109
48,4,0.500000,12074.515625
48,4,0.750000,17184.363281
48,4,1.000000,32641.357422
48,5,0.000000,0.000000
48,5,0.200000,0.000000
48,5,0.400000,6746.540527
48,5,0.500000,17237.865234
48,5,0.750000,37750.937500
48,5,1.000000,71655.250000
51,1,0.000000,205089.468750
51,1,0.200000,256878.421875
51,1,0.400000,331578.062500
51,1,0.500000,360189.500000
51,1,0.750000,438857.906250
51,1,1.000000,743711.625000
51,2,0.000000,1744.340576
51,2,0.200000,9693.758789
51,2,0.400000,13028.256836
51,2,0.500000,14340.415039
51,2,0.750000,21724.476562
51,2,1.000000,24327.658203
51,3,0.000000,21937.408203
51,3,0.200000,59092.585938
51,3,0.400000,81966.289062
51,3,0.500000,108358.726562
51,3,0.750000,166769.593750
51,3,1.000000,228572.796875
51,4,0.000000,21620.740234
51,4,0.200000,27860.375000
51,4,0.400000,34486.656250
51,4,0.500000,37181.699219
51,4,0.750000,46954.453125
51,4,1.000000,90000.000000
51,5,0.000000,82967.562500
51,5,0.200000,92116.453125
51,5,0.400000,104879.195312
51,5,0.500000,108367.015625
51,5,0.750000,149567.375000
51,5,1.000000,310000.000000
64,1,0.000000,0.000000
64,1,0.200000,0.000000
64,1,0.400000,27710.947266
64,1,0.500000,58065.531250
64,1,0.750000,106220.875000
64,1,1.000000,373595.718750
64,2,0.000000,0.000000
64,2,0.200000,0.000000
64,2,0.400000,785.864990
64,2,0.500000,1349.442627
64,2,0.750000,1939.368652
64,2,1.000000,23295.097656
64,3,0.000000,0.000000
64,3,0.200000,0.000000
64,3,0.400000,0.000000
64,3,0.500000,0.000000
64,3,0.750000,38249.300781
64,3,1.000000,60150.097656
64,4,0.000000,0.000000
64,4,0.200000,0.000000
64,4,0.400000,0.000000
64,4,0.500000,1277.967896
64,4,0.750000,8326.296875
64,4,1.000000,33181.648438
64,5,0.000000,0.000000
64,5,0.200000,0.000000
64,5,0.400000,0.000000
64,5,0.500000,0.000000
64,5,0.750000,8660.318359
64,5,1.000000,220245.937500
66,1,0.000000,167029.000000
66,1,0.200000,397056.656250
66,1,0.400000,476946.031250
66,1,0.500000,485863.968750
66,1,0.750000,532968.750000
66,1,1.000000,790000.000000
66,2,0.000000,7143.135742
66,2,0.200000,14716.764648
66,2,0.400000,19137.056641
66,2,0.500000,19588.267578
66,2,0.750000,21365.380859
66,2,1.000000,27603.347656
66,3,0.000000,44165.460938
66,3,0.200000,82184.109375
66,3,0.400000,140344.125000
66,3,0.500000,166990.921875
66,3,0.750000,194835.843750
66,3,1.000000,232743.640625
66,4,0.000000,8394.390625
66,4,0.200000,39834.003906
66,4,0.400000,48948.964844
66,4,0.500000,55944.011719
66,4,0.750000,64964.125000
66,4,1.000000,90000.000000
66,5,0.000000,68790.609375
66,5,0.200000,114515.390625
66,5,0.400000,185858.156250
66,5,0.500000,192967.906250
66,5,0.750000,261955.906250
66,5,1.000000,310000.000000
72,1,0.000000,0.000000
72,1,0.200000,1893.366455
72,1,0.400000,94004.359375
72,1,0.500000,121081.781250
72,1,0.750000,203782.296875
72,1,1.000000,413661.125000
72,2,0.000000,0.000000
72,2,0.200000,3201.705566
72,2,0.400000,4876.385254
72,2,0.500000,6709.532227
72,2,0.750000,9766.525391
72,2,1.000000,16577.253906
72,3,0.000000,0.000000
72,3,0.200000,12181.820312
72,3,0.400000,23603.560547
72,3,0.500000,28725.726562
72,3,0.750000,79641.671875
72,3,1.000000,118250.335938
72,4,0.000000,0.000000
72,4,0.200000,6806.580078
72,4,0.400000,9802.950195
72,4,0.500000,11012.757812
72,4,0.750000,28578.386719
72,4,1.000000,36719.957031
72,5,0.000000,0.000000
72,5,0.200000,14880.780273
72,5,0.400000,26369.267578
72,5,0.500000,37387.285156
72,5,0.750000,114423.671875
72,5,1.000000,182972.796875
74,1,0.000000,0.000000
74,1,0.200000,0.000000
74,1,0.400000,0.000000
74,1,0.500000,0.000000
74,1,0.750000,207892.562500
74,1,1.000000,305722.656250
74,2,0.000000,0.000000
74,2,0.200000,0.000000
74,2,0.400000,470.697540
74,2,0.500000,2756.227051
74,2,0.750000,5856.949219
74,2,1.000000,8422.035156
74,3,0.000000,0.000000
74,3,0.200000,0.000000
74,3,0.400000,0.000000
74,3,0.500000,10516.372070
74,3,0.750000,39059.210938
74,3,1.000000,95613.828125
74,4,0.000000,0.000000
74,4,0.200000,0.000000
74,4,0.400000,2395.897949
74,4,0.500000,4819.612305
74,4,0.750000,9328.960938
74,4,1.000000,25275.953125
74,5,0.000000,0.000000
74,5,0.200000,9582.012695
74,5,0.400000,14724.136719
74,5,0.500000,17766.912109
74,5,0.750000,31464.710938
74,5,1.000000,84364.843750
75,1,0.000000,0.000000
75,1,0.200000,0.000000
75,1,0.400000,0.000000
75,1,0.500000,7531.568848
75,1,0.750000,74739.265625
75,1,1.000000,313254.562500
75,2,0.000000,0.000000
75,2,0.200000,0.000000
75,2,0.400000,703.215393
75,2,0.500000,1460.180176
75,2,0.750000,3544.458252
75,2,1.000000,15485.742188
75,3,0.000000,0.000000
