EventId,SummaryId,SampleType,EventRate,ChanceOfLoss,MeanLoss,SDLoss,MaxLoss,FootprintExposure,MeanImpactedExposure,MaxImpactedExposure
162,1,2,0.001000,0.900000,152513.625000,175003.906250,1470000.000000,1470000.000000,1323000.000000,1470000.000000
164,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
164,1,2,0.001000,0.900000,155410.343750,234448.171875,1470000.000000,1470000.000000,1323000.000000,1470000.000000
166,1,1,0.001000,0.000000,75558.000000,0.000000,735000.000000,1470000.000000,1470000.000000,1470000.000000
166,1,2,0.001000,0.700000,73526.085938,103162.117188,735000.000000,1470000.000000,1029000.000000,1470000.000000
168,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
168,1,2,0.001000,0.900000,132873.140625,132341.015625,1470000.000000,1470000.000000,1323000.000000,1470000.000000
175,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
175,1,2,0.001000,0.900000,154330.703125,183975.062500,1470000.000000,1470000.000000,1323000.000000,1470000.000000
177,1,1,0.001000,0.000000,575652.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
177,1,2,0.001000,1.000000,573836.312500,251746.468750,1470000.000000,1470000.000000,1470000.000000,1470000.000000
178,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
178,1,2,0.001000,0.800000,162774.000000,174711.406250,1470000.000000,1470000.000000,1176000.000000,1470000.000000
183,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
183,1,2,0.001000,0.900000,146605.218750,170129.015625,1470000.000000,1470000.000000,1323000.000000,1470000.000000
187,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
187,1,2,0.001000,0.900000,214669.453125,164374.328125,1470000.000000,1470000.000000,1323000.000000,1470000.000000
192,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
192,1,2,0.001000,1.000000,177729.062500,258624.343750,1470000.000000,1470000.000000,1470000.000000,1470000.000000
